Subject,Country,Value,Frequency
Energy,Slovak Republic,13.9248,Annual
Energy,Switzerland,-1.609298,Annual
Energy,G7,-0.09062748,Annual
Energy,Colombia,4.518675,Annual
Food,Australia,1.656439,Annual
Food,Germany,0.05615349,Annual
Food,Netherlands,2.185127,Annual
Food,Switzerland,-0.9789698,Annual
Food,OECD - Total,3.15856,Annual
Food,OECD - Europe,7.055146,Annual
"Total less food, less energy",South Africa,7.884775,Annual
"Total less food, less energy",Canada,3.60821,Annual
"Total less food, less energy",Switzerland,6.419301,Annual
"Total less food, less energy",Finland,1.579297,Annual
"Total less food, less energy",United States,2.139733,Annual
"Total less food, less energy",New Zealand,1.153811,Annual
"Total less food, less energy",G7,1.321037,Annual
Total,France,10.1194,Annual
Total,Iceland,19.33236,Annual
Total,Italy,3.682666,Annual
Total,Mexico,0.01490094,Annual
Total,Sweden,7.777129,Annual
Total,Sweden,53.28617,Annual
Total,Turkey,21.76965,Annual
Total,India,41.08516,Annual
Total,OECD - Europe,25.2655,Annual
Energy,Italy,23.18739,Annual
Energy,Slovak Republic,55.34378,Annual
Energy,OECD - Europe,31.35399,Annual
Food,New Zealand,35.35365,Annual
"Total less food, less energy",Greece,2.525484,Annual
Total,Belgium,3.215311,Annual
Total,Finland,1.083821,Annual
Total,Ireland,4.060305,Annual
Total,New Zealand,1.740087,Annual
Total,Portugal,19.46141,Annual
Total,Chile,19.47687,Annual
Total,Indonesia,5.134203,Annual
Total,G7,2.035464,Annual
Energy,Greece,3.694318,Annual
Energy,Netherlands,0.8934481,Annual
Energy,Portugal,9.881003,Annual
Energy,Switzerland,21.61832,Annual
Food,Germany,1.395858,Annual
Food,Hungary,5.972369,Annual
Food,Netherlands,-0.08497316,Annual
Food,Switzerland,1.630744,Annual
Food,China (People's Republic of),11.8,Annual
Food,South Africa,11.18421,Annual
"Total less food, less energy",Luxembourg,2.016322,Annual
"Total less food, less energy",Mexico,10.41193,Annual
"Total less food, less energy",Switzerland,1.637543,Annual
"Total less food, less energy",Finland,4.993865,Annual
"Total less food, less energy",Czech Republic,1.616532,Annual
Food,Portugal,1.259495,Annual
Food,Indonesia,29.78196,Annual
Total,Greece,35.32988,Annual
Total,Spain,59.84289,Annual
Total,United Kingdom,5.403058,Annual
Energy,Belgium,26.76738,Annual
Energy,Italy,4.587921,Annual
Energy,New Zealand,3.572443,Annual
Energy,Sweden,51.64385,Annual
Energy,United States,13.42649,Annual
Energy,G7,44.36292,Annual
"Total less food, less energy",Iceland,58.00288,Annual
"Total less food, less energy",OECD - Total,8.079182,Annual
Food,Czech Republic,-1.944807,Annual
Food,France,3.381643,Annual
Food,Netherlands,3.399209,Annual
Food,Portugal,6.467128,Annual
Food,Sweden,2.891471,Annual
Food,United States,3.227337,Annual
Food,OECD - Total,2.418302,Annual
Total,Belgium,-0.05314567,Annual
Total,Denmark,4.535135,Annual
Total,Hungary,1.7332,Annual
Total,Korea,4.673796,Annual
Total,Spain,11.28027,Annual
Total,Switzerland,3.155289,Annual
Total,OECD - Total,7.645009,Annual
Energy,Belgium,20.47375,Annual
Energy,Germany,4.565368,Annual
Energy,New Zealand,2.306908,Annual
Energy,Chile,-12.55903,Annual
Energy,Latvia,4.041453,Annual
"Total less food, less energy",Luxembourg,1.366979,Annual
"Total less food, less energy",Mexico,31.62266,Annual
"Total less food, less energy",Switzerland,1.979399,Annual
"Total less food, less energy",Belgium,1.940063,Annual
"Total less food, less energy",OECD - Total,8.948809,Annual
"Total less food, less energy",New Zealand,16.05903,Annual
"Total less food, less energy",Korea,5.024401,Annual
"Total less food, less energy",Estonia,3.886494,Annual
"Total less food, less energy",Japan,-0.140267,Annual
Total,Austria,38.12194,Annual
Total,Italy,3.787949,Annual
Total,Luxembourg,22.21035,Annual
Total,Netherlands,56.56376,Annual
Total,United States,15.47709,Annual
Total,Lithuania,19.81821,Annual
Total,G7,30.60341,Annual
Energy,Finland,5.80818,Annual
Energy,Japan,33.18159,Annual
Energy,Israel,0.05112846,Annual
Food,Austria,47.1588,Annual
Food,Luxembourg,19.07417,Annual
Food,Mexico,0.2355992,Annual
Food,Russia,36.12653,Annual
"Total less food, less energy",Greece,11.184,Annual
"Total less food, less energy",Norway,58.3204,Annual
"Total less food, less energy",Switzerland,50.56054,Annual
"Total less food, less energy",G7,28.40299,Annual
Total,Denmark,1.147132,Annual
Total,Greece,3.530651,Annual
Total,Korea,2.753792,Annual
Total,Portugal,0.4879386,Annual
Total,Turkey,6.471879,Annual
Total,Colombia,17.51412,Annual
Total,Belgium,55.81849,Annual
Total,Canada,47.86015,Annual
Total,Netherlands,56.98117,Annual
Total,India,3.094223,Annual
Total,South Africa,3.863215,Annual
Energy,Austria,7.038359,Annual
Energy,Italy,4.005945,Annual
Energy,Mexico,21.67253,Annual
Energy,Switzerland,16.59502,Annual
Energy,Israel,9.42837,Annual
Energy,Slovenia,4.114856,Annual
Energy,Latvia,26.50169,Annual
Energy,Finland,49.96941,Annual
Energy,New Zealand,53.01529,Annual
Energy,Israel,0.2388442,Annual
Energy,OECD - Total,47.57661,Annual
Food,Austria,0.8257796,Annual
Food,France,13.24805,Annual
Food,Ireland,4.243923,Annual
Food,Luxembourg,7.94718,Annual
Food,Norway,4.797219,Annual
Food,United States,10.81264,Annual
Food,Italy,5.747542,Annual
Food,Mexico,44.30352,Annual
"Total less food, less energy",Ireland,5.775717,Annual
"Total less food, less energy",Iceland,1.123501,Annual
"Total less food, less energy",Germany,0.9620782,Annual
"Total less food, less energy",Denmark,1.83712,Annual
"Total less food, less energy",Spain,2.550257,Annual
"Total less food, less energy",G7,5.037256,Annual
"Total less food, less energy",Iceland,38.84352,Annual
Total,France,1.67596,Annual
Total,Hungary,3.338586,Annual
Total,Japan,-0.1,Annual
Total,Netherlands,5.762141,Annual
Total,Portugal,6.08136,Annual
Total,Spain,6.391636,Annual
Total,Sweden,4.728173,Annual
Total,Turkey,6.362709,Annual
Total,Chile,2.557545,Annual
Total,India,5.556426,Annual
Total,Germany,31.22176,Annual
Total,Iceland,37.64168,Annual
Total,Korea,2.423929,Annual
Total,United Kingdom,5.564762,Annual
Total,Slovenia,50.34565,Annual
Energy,Australia,9.014605,Annual
Energy,Canada,16.23052,Annual
Energy,Greece,-0.2974184,Annual
Energy,Japan,13.09505,Annual
Energy,New Zealand,0.8568264,Annual
Energy,United Kingdom,17.02052,Annual
Energy,OECD - Total,3.376986,Annual
Energy,Lithuania,-6.539125,Annual
Energy,Germany,12.75401,Annual
Energy,Netherlands,45.97628,Annual
Energy,Switzerland,23.19444,Annual
Energy,Israel,0.001185117,Annual
Food,Austria,5.594259,Annual
Food,Italy,2.478932,Annual
Food,New Zealand,11.53485,Annual
Food,Spain,9.230769,Annual
Food,OECD - Europe,6.958617,Annual
Food,Australia,18.09043,Annual
Food,Denmark,55.24267,Annual
Food,Germany,36.60262,Annual
Food,Iceland,55.13559,Annual
Food,Portugal,1.846538,Annual
Food,United States,27.50885,Annual
"Total less food, less energy",Luxembourg,4.150597,Annual
"Total less food, less energy",Portugal,2.683104,Annual
"Total less food, less energy",Italy,16.52274,Annual
"Total less food, less energy",Germany,3.826226,Annual
"Total less food, less energy",Slovenia,1.083035,Annual
"Total less food, less energy",Japan,4.221,Annual
"Total less food, less energy",Austria,20.8018,Annual
"Total less food, less energy",Iceland,41.18104,Annual
Total,Australia,11.35182,Annual
Total,Finland,2.933578,Annual
Total,Japan,4.9,Annual
Total,Portugal,3.424936,Annual
Total,Israel,5.496829,Annual
Total,Euro area (19 countries),0.4,Annual
Total,Austria,48.91422,Annual
Total,Germany,51.76082,Annual
Total,Italy,3.857302,Annual
Total,Spain,54.64965,Annual
Total,United States,46.24493,Annual
Total,Lithuania,59.41209,Annual
Total,G7,50.81825,Annual
Energy,Germany,3.274336,Annual
Energy,Sweden,32.22434,Annual
Energy,United Kingdom,2.947882,Annual
Energy,G7,1.133135,Annual
Energy,Austria,54.70827,Annual
Energy,Ireland,46.15836,Annual
Energy,Mexico,4.025756,Annual
Energy,South Africa,37.55196,Annual
Food,Denmark,10.81081,Annual
Food,Ireland,-3.466725,Annual
Food,Japan,-1.067861,Annual
Food,United Kingdom,2.902815,Annual
Food,South Africa,9.363023,Annual
Food,Australia,18.09043,Annual
Food,Mexico,0.413565,Annual
Food,Switzerland,29.06867,Annual
"Total less food, less energy",Poland,3.883333,Annual
"Total less food, less energy",Portugal,14.58574,Annual
"Total less food, less energy",Euro area (19 countries),1.5,Annual
"Total less food, less energy",Belgium,1.762235,Annual
"Total less food, less energy",OECD - Total,1.893582,Annual
"Total less food, less energy",G7,7.761508,Annual
"Total less food, less energy",Germany,41.87235,Annual
"Total less food, less energy",Sweden,20.99488,Annual
"Total less food, less energy",OECD - Total,20.79565,Annual
Total,Canada,2.002025,Annual
Total,Hungary,18.30508,Annual
Total,Italy,16.61417,Annual
Total,Mexico,12.08194,Annual
Total,Netherlands,2.584182,Annual
Total,Portugal,2.021573,Annual
Total,Turkey,48.39233,Annual
Total,Indonesia,4.724538,Annual
Total,Colombia,18.68126,Annual
Total,Euro area (19 countries),2.2,Annual
Energy,Austria,0.8968248,Annual
Energy,New Zealand,9.822325,Annual
Energy,Switzerland,3.364551,Annual
Food,Austria,1.985895,Annual
Food,Denmark,-0.09113278,Annual
Food,Finland,1.724543,Annual
Food,France,0.4863352,Annual
Food,Iceland,3.799317,Annual
Food,Mexico,8.149836,Annual
Food,Portugal,0.6972361,Annual
"Total less food, less energy",France,0.9701529,Annual
"Total less food, less energy",Portugal,1.988089,Annual
"Total less food, less energy",Finland,2.064342,Annual
"Total less food, less energy",United States,2.853075,Annual
"Total less food, less energy",Netherlands,1.481174,Annual
"Total less food, less energy",Japan,1.978172,Annual
Total,Finland,16.93639,Annual
Total,Greece,13.65556,Annual
Total,New Zealand,-0.1142663,Annual
Total,Norway,2.487826,Annual
Total,United States,1.898048,Annual
Total,Chile,30.7035,Annual
Total,G7,2.574993,Annual
Total,Euro area (19 countries),2.1,Annual
Total,Lithuania,2.334509,Annual
Total,Canada,7.216223,Annual
Total,Greece,1.413466,Annual
Total,Poland,22.84615,Annual
Total,Turkey,1.920915e-05,Annual
Total,Colombia,19.91117,Annual
Total,G7,46.71827,Annual
Energy,Denmark,-0.2916853,Annual
Energy,Germany,6.854543,Annual
Energy,Italy,-0.3686157,Annual
Energy,Japan,6.543596,Annual
Energy,Slovak Republic,42.48391,Annual
Energy,Estonia,9.314116,Annual
Energy,Finland,15.21896,Annual
Energy,Luxembourg,55.16347,Annual
Energy,New Zealand,21.92515,Annual
Food,Australia,8.358809,Annual
Food,Greece,1.361123,Annual
Food,Iceland,1.344977,Annual
Food,Netherlands,1.889179,Annual
Food,Spain,15.73218,Annual
Food,China (People's Republic of),2.3,Annual
Food,Slovenia,0.7018777,Annual
Food,G7,2.352909,Annual
Food,Italy,7.930942,Annual
Food,Mexico,0.08111917,Annual
Food,Spain,5.463868,Annual
"Total less food, less energy",France,11.27109,Annual
"Total less food, less energy",Italy,1.713113,Annual
"Total less food, less energy",New Zealand,2.298676,Annual
"Total less food, less energy",Australia,0.8170164,Annual
"Total less food, less energy",Netherlands,2.086573,Annual
"Total less food, less energy",Australia,10.46733,Annual
"Total less food, less energy",Germany,31.76598,Annual
Total,Austria,3.868571,Annual
Total,Belgium,4.470595,Annual
Total,Czech Republic,3.775388,Annual
Total,Germany,2.12766,Annual
Total,Japan,3.800387,Annual
Total,Norway,1.284952,Annual
Total,United States,1.198773,Annual
Total,Indonesia,6.406562,Annual
Total,OECD - Total,11.99713,Annual
Energy,France,8.648025,Annual
Energy,Luxembourg,17.33484,Annual
Energy,Portugal,0.8998917,Annual
Energy,Switzerland,21.77532,Annual
Energy,United States,0.5894066,Annual
Energy,South Africa,-3.541987,Annual
Energy,Latvia,6.199768,Annual
Energy,European Union – 27 countries (from 01/02/2020),6.2,Annual
Food,Denmark,10.16321,Annual
Food,Ireland,3.232667,Annual
Food,Korea,7.576172,Annual
Food,New Zealand,9.123435,Annual
Food,Sweden,3.245892,Annual
Food,China (People's Republic of),-2.6,Annual
Food,Slovenia,-13.8461,Annual
"Total less food, less energy",Luxembourg,4.308879,Annual
"Total less food, less energy",Mexico,32.92489,Annual
"Total less food, less energy",Canada,1.432658,Annual
"Total less food, less energy",Finland,1.189448,Annual
"Total less food, less energy",OECD - Total,2.286407,Annual
"Total less food, less energy",Australia,9.319797,Annual
"Total less food, less energy",G7,4.38553,Annual
"Total less food, less energy",European Union – 27 countries (from 01/02/2020),2.7,Annual
Total,Germany,2.293686,Annual
Total,Hungary,2.850248,Annual
Total,Luxembourg,1.025194,Annual
Total,Mexico,4.688407,Annual
Total,Norway,2.962963,Annual
Total,Spain,-0.202598,Annual
Total,Turkey,5.66474,Annual
Total,India,2.523039,Annual
Total,South Africa,13.29365,Annual
Total,Lithuania,10.92589,Annual
Total,Korea,4.227295,Annual
Total,Mexico,0.08365595,Annual
Total,United States,49.89445,Annual
Energy,Belgium,3.484002,Annual
Energy,Ireland,9.347947,Annual
Energy,New Zealand,1.203126,Annual
Energy,Portugal,9.9177,Annual
Energy,Israel,12.76748,Annual
Energy,Russia,6.585834,Annual
Energy,Canada,51.63089,Annual
Energy,Japan,27.91669,Annual
Energy,New Zealand,4.493159,Annual
Energy,Israel,25.73171,Annual
Food,Finland,1.930502,Annual
Food,Germany,0.8083333,Annual
Food,Luxembourg,9.00308,Annual
Food,Netherlands,2.185127,Annual
Food,OECD - Europe,12.27724,Annual
Food,Luxembourg,15.92904,Annual
Food,Spain,5.463868,Annual
Food,Israel,57.86126,Annual
"Total less food, less energy",Luxembourg,1.82836,Annual
"Total less food, less energy",Switzerland,1.634482,Annual
"Total less food, less energy",Israel,12.93303,Annual
"Total less food, less energy",Finland,4.993865,Annual
"Total less food, less energy",Austria,2.27886,Annual
"Total less food, less energy",New Zealand,12.51954,Annual
"Total less food, less energy",Australia,2.106593,Annual
"Total less food, less energy",Germany,30.10364,Annual
"Total less food, less energy",Switzerland,30.5074,Annual
Total,Australia,8.695652,Annual
Total,Canada,5.625864,Annual
Total,Denmark,12.30532,Annual
Total,Italy,16.61417,Annual
Total,Norway,9.103841,Annual
Total,Spain,13.37895,Annual
Total,Sweden,0.533132,Annual
Total,India,11.98939,Annual
Total,South Africa,9.717446,Annual
Total,Saudi Arabia,0.5155075,Annual
Total,Denmark,13.60243,Annual
Total,Mexico,0.02169553,Annual
Total,Israel,55.65356,Annual
Energy,Belgium,0.7330465,Annual
Energy,Finland,8.91445,Annual
Energy,Luxembourg,12.88952,Annual
Energy,Portugal,4.147695,Annual
Energy,Spain,8.855888,Annual
Energy,Israel,9.067737,Annual
Energy,Latvia,4.08605,Annual
Energy,Finland,7.015533,Annual
Energy,Ireland,45.50861,Annual
Energy,Switzerland,23.3357,Annual
Food,Belgium,2.358835,Annual
Food,Germany,0.05615349,Annual
Food,Japan,0.6088203,Annual
Food,New Zealand,17.27013,Annual
Food,United Kingdom,7.8114,Annual
Food,India,1.252763,Annual
Food,Netherlands,30.71485,Annual
Food,Latvia,47.45205,Annual
"Total less food, less energy",Luxembourg,7.42276,Annual
"Total less food, less energy",OECD - Europe,7.714364,Annual
"Total less food, less energy",Israel,1.245098,Annual
"Total less food, less energy",Belgium,1.936882,Annual
"Total less food, less energy",United States,2.169951,Annual
"Total less food, less energy",Netherlands,2.002011,Annual
"Total less food, less energy",Ireland,54.52969,Annual
"Total less food, less energy",Switzerland,33.34723,Annual
"Total less food, less energy",Israel,37.8522,Annual
Total,Finland,49.06413,Annual
Total,Iceland,53.05462,Annual
Total,Colombia,4.918623,Annual
Energy,Australia,9.338412,Annual
Energy,Finland,6.056356,Annual
Energy,Portugal,43.10511,Annual
Energy,United States,49.74248,Annual
Food,Finland,51.83347,Annual
Food,Japan,56.21047,Annual
Food,New Zealand,10.25698,Annual
Food,OECD - Total,19.52172,Annual
"Total less food, less energy",Greece,7.807977,Annual
"Total less food, less energy",United Kingdom,38.31971,Annual
Total,Australia,3.293413,Annual
Total,Finland,5.377779,Annual
Total,Greece,2.895001,Annual
Total,Italy,2.043106,Annual
Total,New Zealand,4.446547,Annual
Total,Switzerland,1.964383,Annual
Total,United States,2.069337,Annual
Total,South Africa,5.723944,Annual
Energy,Australia,1.501767,Annual
Energy,Denmark,-3.475677,Annual
Energy,Ireland,-1.576577,Annual
Energy,New Zealand,1.507598,Annual
Energy,United States,25.14277,Annual
Energy,Lithuania,0.02549587,Annual
Food,Czech Republic,-0.2519444,Annual
Food,Germany,4.924468,Annual
Food,New Zealand,5.221543,Annual
Food,Switzerland,-0.7092789,Annual
Food,OECD - Total,1.466276,Annual
Food,Saudi Arabia,4.439532,Annual
"Total less food, less energy",Sweden,2.692443,Annual
"Total less food, less energy",Finland,10.83172,Annual
"Total less food, less energy",OECD - Total,1.232625,Annual
"Total less food, less energy",United Kingdom,15.50014,Annual
"Total less food, less energy",G7,1.808999,Annual
Total,Belgium,2.125971,Annual
Total,Finland,11.26126,Annual
Total,Mexico,5.124982,Annual
Total,China (People's Republic of),8.3,Annual
Total,Colombia,25.18797,Annual
Total,Austria,17.40399,Annual
Total,France,22.25484,Annual
Total,Mexico,56.3973,Annual
Total,Spain,2.472087,Annual
Total,United Kingdom,5.653274,Annual
Total,Slovenia,0.0130471,Annual
Energy,Finland,4.161,Annual
Energy,Finland,9.620338,Annual
Energy,Netherlands,0.249584,Annual
Energy,Portugal,34.31345,Annual
Energy,OECD - Total,4.092011,Annual
Energy,Latvia,6.199768,Annual
Energy,Denmark,45.89417,Annual
Energy,Japan,33.14818,Annual
Energy,New Zealand,4.407172,Annual
Energy,Portugal,58.02847,Annual
Energy,United States,48.1612,Annual
Energy,OECD - Europe,19.96464,Annual
Energy,European Union – 27 countries (from 01/02/2020),11.2,Annual
Food,Canada,2.292356,Annual
Food,Netherlands,0.3739393,Annual
Food,Sweden,11.65118,Annual
Food,China (People's Republic of),3.4,Annual
Food,OECD - Total,11.50761,Annual
Food,Lithuania,-0.7074813,Annual
Food,Iceland,42.56977,Annual
Food,Turkey,0.00565724,Annual
Food,OECD - Total,51.3089,Annual
"Total less food, less energy",Italy,2.549393,Annual
"Total less food, less energy",Euro area (19 countries),1.4,Annual
